batteryId,occupant,isMisplaced,createdAt,updatedAt,deletedAt
B636617,D131206,FALSE,2026-01-30 09:20:40,2026-01-30 09:20:40,null
B637912,D131206,FALSE,2026-01-30 09:20:40,2026-01-30 09:20:40,null
B411066,D47144,TRUE,2026-01-30 09:20:46,2026-01-30 09:20:46,null
B244862,P3416,FALSE,2026-01-30 09:20:46,2026-01-30 09:20:46,null
B728727,P3416,FALSE,2026-01-30 09:20:46,2026-01-30 09:20:46,null
B555629,D47144,TRUE,2026-01-30 09:20:46,2026-01-30 09:20:46,null
B495656,D47144,FALSE,2026-01-30 09:20:46,2026-01-30 09:20:46,null
B619335,D47144,FALSE,2026-01-30 09:20:46,2026-01-30 09:20:46,null
B646165,D50001,TRUE,2026-01-30 09:20:49,2026-01-30 09:20:49,null
B693557,D50001,TRUE,2026-01-30 09:20:49,2026-01-30 09:20:49,null
B319072,P1846,FALSE,2026-01-30 09:20:49,2026-01-30 09:20:49,null
B595135,P1846,FALSE,2026-01-30 09:20:49,2026-01-30 09:20:49,null
B647469,D50001,FALSE,2026-01-30 09:20:49,2026-01-30 09:20:49,null
B637975,D50001,FALSE,2026-01-30 09:20:49,2026-01-30 09:20:49,null
B638400,P4897,FALSE,2026-01-30 09:20:53,2026-01-30 09:20:53,null
B654398,P4897,FALSE,2026-01-30 09:20:53,2026-01-30 09:20:53,null
B689949,D195060,FALSE,2026-01-30 09:20:53,2026-01-30 09:20:53,null
B642484,D195060,FALSE,2026-01-30 09:20:53,2026-01-30 09:20:53,null
B290750,D63472,TRUE,2026-01-30 09:21:00,2026-01-30 09:21:00,null
B430657,D63472,TRUE,2026-01-30 09:21:00,2026-01-30 09:21:00,null
B614983,D63472,TRUE,2026-01-30 09:21:00,2026-01-30 09:21:00,null
B649411,P1067,FALSE,2026-01-30 09:21:00,2026-01-30 09:21:00,null
B652056,P1067,FALSE,2026-01-30 09:21:00,2026-01-30 09:21:00,null
B564082,P4128,FALSE,2026-01-30 09:21:18,2026-01-30 09:21:18,null
B721517,D89633,TRUE,2026-01-30 09:21:18,2026-01-30 09:21:18,null
B898149,D89633,TRUE,2026-01-30 09:21:18,2026-01-30 09:21:18,null
B915342,P4128,FALSE,2026-01-30 09:21:18,2026-01-30 09:21:18,null
B436170,D89633,FALSE,2026-01-30 09:21:18,2026-01-30 09:21:18,null
B527990,D89633,FALSE,2026-01-30 09:21:18,2026-01-30 09:21:18,null
B465220,D140523,TRUE,2026-01-30 09:21:34,2026-01-30 09:21:34,null
B620790,D140523,TRUE,2026-01-30 09:21:34,2026-01-30 09:21:34,null
B481808,P4426,FALSE,2026-01-30 09:21:34,2026-01-30 09:21:34,null
B894635,P4426,FALSE,2026-01-30 09:21:34,2026-01-30 09:21:34,null
B483235,D140523,FALSE,2026-01-30 09:21:34,2026-01-30 09:21:34,null
B484989,D140523,FALSE,2026-01-30 09:21:35,2026-01-30 09:21:35,null
B337386,P0924,FALSE,2026-01-30 09:21:43,2026-01-30 09:21:43,null
B552450,P0924,FALSE,2026-01-30 09:21:43,2026-01-30 09:21:43,null
B667566,D17232,FALSE,2026-01-30 09:21:43,2026-01-30 09:21:43,null
B831222,D17232,FALSE,2026-01-30 09:21:43,2026-01-30 09:21:43,null
B408995,P3969,FALSE,2026-01-30 09:21:43,2026-01-30 09:21:43,null
B505140,P3969,FALSE,2026-01-30 09:21:43,2026-01-30 09:21:43,null
B576851,D97712,FALSE,2026-01-30 09:21:43,2026-01-30 09:21:43,null
B667965,D97712,FALSE,2026-01-30 09:21:43,2026-01-30 09:21:43,null
B655148,P1381,FALSE,2026-01-30 09:21:48,2026-01-30 09:21:48,null
B637991,D5499,TRUE,2026-01-30 09:21:48,2026-01-30 09:21:48,null
B690748,D5499,TRUE,2026-01-30 09:21:48,2026-01-30 09:21:48,null
B594633,D5499,FALSE,2026-01-30 09:21:48,2026-01-30 09:21:48,null
B636182,P1381,FALSE,2026-01-30 09:21:48,2026-01-30 09:21:48,null
B720798,D5499,FALSE,2026-01-30 09:21:48,2026-01-30 09:21:48,null
B834958,P0424,FALSE,2026-01-30 09:21:52,2026-01-30 09:21:52,null
B407449,P0424,FALSE,2026-01-30 09:21:52,2026-01-30 09:21:52,null
B290321,D117455,FALSE,2026-01-30 09:21:52,2026-01-30 09:21:52,null
B657734,D117455,FALSE,2026-01-30 09:21:52,2026-01-30 09:21:52,null
B533919,P1489,FALSE,2026-01-30 09:21:54,2026-01-30 09:21:54,null
B755281,P1489,FALSE,2026-01-30 09:21:54,2026-01-30 09:21:54,null
B473041,D72293,FALSE,2026-01-30 09:21:54,2026-01-30 09:21:54,null
B406919,P4222,FALSE,2026-01-30 09:21:55,2026-01-30 09:21:55,null
B894497,P4222,FALSE,2026-01-30 09:21:55,2026-01-30 09:21:55,null
B500521,D61193,FALSE,2026-01-30 09:21:55,2026-01-30 09:21:55,null
B527783,D61193,FALSE,2026-01-30 09:21:55,2026-01-30 09:21:55,null
B733826,D89734,FALSE,2026-01-30 09:21:58,2026-01-30 09:21:58,null
B459712,D89734,FALSE,2026-01-30 09:21:58,2026-01-30 09:21:58,null
B556865,P4515,FALSE,2026-01-30 09:21:58,2026-01-30 09:21:58,null
B898075,P4515,FALSE,2026-01-30 09:21:58,2026-01-30 09:21:58,null
B472267,P3863,FALSE,2026-01-30 09:22:02,2026-01-30 09:22:02,null
B573086,D106326,FALSE,2026-01-30 09:22:02,2026-01-30 09:22:02,null
B546117,P3863,FALSE,2026-01-30 09:22:02,2026-01-30 09:22:02,null
B614927,D106326,FALSE,2026-01-30 09:22:02,2026-01-30 09:22:02,null
B480667,P4149,FALSE,2026-01-30 09:22:04,2026-01-30 09:22:04,null
B620646,D106662,FALSE,2026-01-30 09:22:04,2026-01-30 09:22:04,null
B846168,P4149,FALSE,2026-01-30 09:22:04,2026-01-30 09:22:04,null
B668154,D106662,FALSE,2026-01-30 09:22:04,2026-01-30 09:22:04,null
B916130,D157880,TRUE,2026-01-30 09:22:13,2026-01-30 09:22:13,null
B621753,D157880,TRUE,2026-01-30 09:22:13,2026-01-30 09:22:13,null
B549291,P4273,FALSE,2026-01-30 09:22:13,2026-01-30 09:22:13,null
B473678,D157880,FALSE,2026-01-30 09:22:13,2026-01-30 09:22:13,null
B914257,P4273,FALSE,2026-01-30 09:22:13,2026-01-30 09:22:13,null
B574943,D157880,FALSE,2026-01-30 09:22:13,2026-01-30 09:22:13,null
B337826,D78701,TRUE,2026-01-30 09:22:20,2026-01-30 09:22:20,null
B944239,P2482,FALSE,2026-01-30 09:22:20,2026-01-30 09:22:20,null
B417083,D78701,TRUE,2026-01-30 09:22:20,2026-01-30 09:22:20,null
B415941,P2482,FALSE,2026-01-30 09:22:20,2026-01-30 09:22:20,null
B673530,D78701,FALSE,2026-01-30 09:22:20,2026-01-30 09:22:20,null
B442978,D78701,FALSE,2026-01-30 09:22:20,2026-01-30 09:22:20,null
B729298,P2142,FALSE,2026-01-30 09:22:20,2026-01-30 09:22:20,null
B721310,D221186,FALSE,2026-01-30 09:22:20,2026-01-30 09:22:20,null
B817790,P3654,FALSE,2026-01-30 09:22:22,2026-01-30 09:22:22,null
B696332,P3654,FALSE,2026-01-30 09:22:22,2026-01-30 09:22:22,null
B651934,D113925,FALSE,2026-01-30 09:22:22,2026-01-30 09:22:22,null
B748653,D113925,FALSE,2026-01-30 09:22:22,2026-01-30 09:22:22,null
B500384,P5161,FALSE,2026-01-30 09:22:24,2026-01-30 09:22:24,null
B467101,P5161,FALSE,2026-01-30 09:22:24,2026-01-30 09:22:24,null
B895884,D141360,TRUE,2026-01-30 09:22:24,2026-01-30 09:22:24,null
B545028,D141360,TRUE,2026-01-30 09:22:24,2026-01-30 09:22:24,null
B593395,D141360,FALSE,2026-01-30 09:22:24,2026-01-30 09:22:24,null
B921050,D141360,FALSE,2026-01-30 09:22:24,2026-01-30 09:22:24,null
B528273,P1425,FALSE,2026-01-30 09:22:33,2026-01-30 09:22:33,null
B668193,D50298,FALSE,2026-01-30 09:22:33,2026-01-30 09:22:33,null
B742212,P1425,FALSE,2026-01-30 09:22:33,2026-01-30 09:22:33,null
B904087,D50298,FALSE,2026-01-30 09:22:33,2026-01-30 09:22:33,null
B822816,P4489,FALSE,2026-01-30 09:22:39,2026-01-30 09:22:39,null
B897276,D101061,FALSE,2026-01-30 09:22:39,2026-01-30 09:22:39,null
B756253,P4489,FALSE,2026-01-30 09:22:39,2026-01-30 09:22:39,null
B615211,D101061,FALSE,2026-01-30 09:22:39,2026-01-30 09:22:39,null
B515922,P3766,FALSE,2026-01-30 09:22:41,2026-01-30 09:22:41,null
B581188,D86491,FALSE,2026-01-30 09:22:41,2026-01-30 09:22:41,null
B728365,P3766,FALSE,2026-01-30 09:22:41,2026-01-30 09:22:41,null
B490153,D86491,FALSE,2026-01-30 09:22:41,2026-01-30 09:22:41,null
B650605,P1485,FALSE,2026-01-30 09:22:43,2026-01-30 09:22:43,null
B642373,D81632,FALSE,2026-01-30 09:22:43,2026-01-30 09:22:43,null
B227482,P1501,FALSE,2026-01-30 09:22:44,2026-01-30 09:22:44,null
B573222,P1501,FALSE,2026-01-30 09:22:44,2026-01-30 09:22:44,null
B733351,D175909,FALSE,2026-01-30 09:22:44,2026-01-30 09:22:44,null
B335872,D175909,FALSE,2026-01-30 09:22:44,2026-01-30 09:22:44,null
B808626,P3538,FALSE,2026-01-30 09:22:48,2026-01-30 09:22:48,null
B542997,P3538,FALSE,2026-01-30 09:22:48,2026-01-30 09:22:48,null
B907159,D144839,FALSE,2026-01-30 09:22:48,2026-01-30 09:22:48,null
B770595,D144839,FALSE,2026-01-30 09:22:48,2026-01-30 09:22:48,null
B469991,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B465217,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B463309,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B529188,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B747066,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B454511,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B469203,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B832099,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B475123,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B544532,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B853146,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B742573,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B516821,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B694268,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B673664,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B897217,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B621692,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B465827,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B529156,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B734035,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B642930,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B713006,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B516987,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B519351,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B656855,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B454511,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B463309,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B465217,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B465827,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B469203,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B469991,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B475123,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B516821,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B516987,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B519351,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B529156,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B529188,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B544532,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B621692,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B642930,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B656855,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B673664,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B694268,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B713006,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B734035,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B742573,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B747066,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B832099,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B853146,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B897217,P1361,FALSE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B177439,P1361,TRUE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B201939,P1361,TRUE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B234080,P1361,TRUE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B305480,P1361,TRUE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B563865,P1361,TRUE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B66828,P1361,TRUE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B622074,P1361,TRUE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B76602,P1361,TRUE,2026-01-30 09:22:53,2026-01-30 09:22:53,null
B491856,P0876,FALSE,2026-01-30 09:22:57,2026-01-30 09:22:57,null
B539475,P0876,FALSE,2026-01-30 09:22:57,2026-01-30 09:22:57,null
B541867,D165441,FALSE,2026-01-30 09:22:57,2026-01-30 09:22:57,null
B707513,D165441,FALSE,2026-01-30 09:22:57,2026-01-30 09:22:57,null
B555507,P2142,FALSE,2026-01-30 09:22:58,2026-01-30 09:22:58,null
B729372,D146056,FALSE,2026-01-30 09:22:58,2026-01-30 09:22:58,null
B816111,P3651,FALSE,2026-01-30 09:22:58,2026-01-30 09:22:58,null
B816107,P3651,FALSE,2026-01-30 09:22:58,2026-01-30 09:22:58,null
B384781,D125321,FALSE,2026-01-30 09:22:58,2026-01-30 09:22:58,null
B435550,D125321,FALSE,2026-01-30 09:22:58,2026-01-30 09:22:58,null
B897729,P0836,FALSE,2026-01-30 09:22:59,2026-01-30 09:22:59,null
B733358,D8106,FALSE,2026-01-30 09:22:59,2026-01-30 09:22:59,null
B459912,D8106,FALSE,2026-01-30 09:22:59,2026-01-30 09:22:59,null
B409014,P0590,FALSE,2026-01-30 09:23:00,2026-01-30 09:23:01,null
B674429,P0590,FALSE,2026-01-30 09:23:01,2026-01-30 09:23:01,null
B897902,D101472,FALSE,2026-01-30 09:23:01,2026-01-30 09:23:01,2026-01-28 08:37:00
B438584,D101472,FALSE,2026-01-30 09:23:01,2026-01-30 09:23:01,null
B651353,P4897,FALSE,2026-01-30 09:23:06,2026-01-30 09:23:06,null
B651427,P4897,FALSE,2026-01-30 09:23:06,2026-01-30 09:23:06,null
B904303,D198462,FALSE,2026-01-30 09:23:06,2026-01-30 09:23:06,null
B770838,D198462,FALSE,2026-01-30 09:23:06,2026-01-30 09:23:06,null
B652735,D180476,TRUE,2026-01-30 09:23:16,2026-01-30 09:23:16,null
B712548,D180476,TRUE,2026-01-30 09:23:16,2026-01-30 09:23:16,null
B469822,P4426,FALSE,2026-01-30 09:23:16,2026-01-30 09:23:16,null
B545232,P4426,FALSE,2026-01-30 09:23:16,2026-01-30 09:23:16,null
B735685,D180476,FALSE,2026-01-30 09:23:16,2026-01-30 09:23:16,null
B734725,D180476,FALSE,2026-01-30 09:23:16,2026-01-30 09:23:16,null
B592741,P1702,FALSE,2026-01-30 09:23:20,2026-01-30 09:23:20,null
B554000,D137469,FALSE,2026-01-30 09:23:20,2026-01-30 09:23:20,null
B729299,D137469,FALSE,2026-01-30 09:23:20,2026-01-30 09:23:20,null
B462453,WH0087,FALSE,2026-01-30 09:23:22,2026-01-30 09:23:22,null
B506094,WH0087,FALSE,2026-01-30 09:23:22,2026-01-30 09:23:22,null
B620732,WH0087,FALSE,2026-01-30 09:23:22,2026-01-30 09:23:22,null
B638183,WH0087,FALSE,2026-01-30 09:23:22,2026-01-30 09:23:22,null
B714592,WH0087,FALSE,2026-01-30 09:23:22,2026-01-30 09:23:22,null
B657787,WH0087,FALSE,2026-01-30 09:23:22,2026-01-30 09:23:22,null
B674587,WH0087,FALSE,2026-01-30 09:23:22,2026-01-30 09:23:22,null
B735271,WH0087,FALSE,2026-01-30 09:23:22,2026-01-30 09:23:22,null
B736261,WH0087,FALSE,2026-01-30 09:23:22,2026-01-30 09:23:23,null
B756586,WH0087,FALSE,2026-01-30 09:23:22,2026-01-30 09:23:23,null
B774988,WH0087,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B775970,WH0087,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B853934,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B551854,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B737819,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B693882,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B854076,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B578852,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B692764,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B853917,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B752386,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B721512,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B590431,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B769028,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B704866,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B733303,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B520983,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B515902,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B753127,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B801584,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B648323,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B803457,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B894837,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B743954,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B651073,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B761794,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:23,null
B905676,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:24,null
B691972,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:24,null
B437626,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:24,null
B703112,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:24,null
B228474,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:24,null
B722609,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B675997,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B652400,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B645945,P2802,FALSE,2026-01-30 09:23:23,2026-01-30 09:23:24,null
B705096,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B594877,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B737093,P0686,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B405021,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B463651,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B693898,D65113,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B713005,D65113,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B438158,P0686,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B690485,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B429014,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B857229,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B898753,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B642467,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B656558,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B405021,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B463651,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B429014,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B515902,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B228474,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B520983,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B437626,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B578852,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B590431,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B645945,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B652400,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B594877,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B551854,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B656558,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B642467,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B690485,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B648323,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B703112,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B691972,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B651073,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B721512,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B705096,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B675997,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B692764,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B733303,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B693882,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B737819,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B753127,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B854076,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B898753,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B722609,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B704866,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B853917,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B769028,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B761794,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B905676,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B743954,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B857229,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B801584,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B752386,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B803457,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B894837,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B853934,P2802,FALSE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B290227,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B225056,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B343791,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B492661,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B544098,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B4421,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B547374,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B336233,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B488502,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B546429,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B556935,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B742860,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B736307,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B614558,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B575942,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B564231,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B552156,P2802,TRUE,2026-01-30 09:23:24,2026-01-30 09:23:24,null
B546431,P0891,FALSE,2026-01-30 09:23:25,2026-01-30 09:23:25,null
B462505,P0891,FALSE,2026-01-30 09:23:25,2026-01-30 09:23:25,null
B894639,D106205,FALSE,2026-01-30 09:23:25,2026-01-30 09:23:25,2026-01-23 08:37:55
B435358,D106205,FALSE,2026-01-30 09:23:25,2026-01-30 09:23:25,null
B548093,P4835,FALSE,2026-01-30 09:23:26,2026-01-30 09:23:26,null
B720732,D221133,FALSE,2026-01-30 09:23:26,2026-01-30 09:23:26,null
B555434,D137408,TRUE,2026-01-30 09:23:44,2026-01-30 09:23:44,null
B719649,D137408,TRUE,2026-01-30 09:23:44,2026-01-30 09:23:44,null
B596427,P3766,FALSE,2026-01-30 09:23:44,2026-01-30 09:23:44,null
B576529,P3766,FALSE,2026-01-30 09:23:44,2026-01-30 09:23:44,null
B840762,D137408,FALSE,2026-01-30 09:23:44,2026-01-30 09:23:44,null
B387522,D137408,FALSE,2026-01-30 09:23:44,2026-01-30 09:23:44,null
B642448,P3969,FALSE,2026-01-30 09:23:47,2026-01-30 09:23:47,null
B642756,P3969,FALSE,2026-01-30 09:23:47,2026-01-30 09:23:47,null
